"gender","occ","employ_n","year"
"Women","Management, business, and financial operations occupations",979000,2019
"Women","Professional and related occupations",523000,2019
"Women","Protective service occupations",4000,2019
"Women","Service occupations, except protective",73000,2019
"Women","Sales and related occupations",211000,2019
"Women","Office and administrative support occupations",765000,2019
"Women","Farming, fishing, and forestry occupations",28000,2019
"Women","Construction and extraction occupations",17000,2019
"Women","Installation, maintenance, and repair occupations",33000,2019
"Women","Production occupations",1728000,2019
"Women","Transportation and material moving occupations",269000,2019
"Women","Management, business, and financial operations occupations",550000,2019
"Women","Professional and related occupations",304000,2019
"Women","Protective service occupations",1000,2019
"Women","Service occupations, except protective",25000,2019
"Women","Sales and related occupations",95000,2019
"Women","Office and administrative support occupations",452000,2019
"Women","Farming, fishing, and forestry occupations",0,2019
"Women","Construction and extraction occupations",13000,2019
"Women","Installation, maintenance, and repair occupations",23000,2019
"Women","Production occupations",926000,2019
"Women","Transportation and material moving occupations",116000,2019
"Women","Management, business, and financial operations occupations",429000,2019
"Women","Professional and related occupations",220000,2019
"Women","Protective service occupations",3000,2019
"Women","Service occupations, except protective",48000,2019
"Women","Sales and related occupations",116000,2019
"Women","Office and administrative support occupations",313000,2019
"Women","Farming, fishing, and forestry occupations",28000,2019
"Women","Construction and extraction occupations",4000,2019
"Women","Installation, maintenance, and repair occupations",10000,2019
"Women","Production occupations",802000,2019
"Women","Transportation and material moving occupations",153000,2019
"Women","Management, business, and financial operations occupations",619000,2019
"Women","Professional and related occupations",640000,2019
"Women","Protective service occupations",20000,2019
"Women","Service occupations, except protective",355000,2019
"Women","Sales and related occupations",4720000,2019
"Women","Office and administrative support occupations",1719000,2019
"Women","Farming, fishing, and forestry occupations",30000,2019
"Women","Construction and extraction occupations",6000,2019
"Women","Installation, maintenance, and repair occupations",23000,2019
"Women","Production occupations",204000,2019
"Women","Transportation and material moving occupations",393000,2019
"Women","Management, business, and financial operations occupations",172000,2019
"Women","Professional and related occupations",60000,2019
"Women","Protective service occupations",2000,2019
"Women","Service occupations, except protective",16000,2019
"Women","Sales and related occupations",305000,2019
"Women","Office and administrative support occupations",304000,2019
"Women","Farming, fishing, and forestry occupations",21000,2019
"Women","Construction and extraction occupations",0,2019
"Women","Installation, maintenance, and repair occupations",6000,2019
"Women","Production occupations",24000,2019
"Women","Transportation and material moving occupations",96000,2019
"Women","Management, business, and financial operations occupations",447000,2019
"Women","Professional and related occupations",580000,2019
"Women","Protective service occupations",18000,2019
"Women","Service occupations, except protective",339000,2019
"Women","Sales and related occupations",4415000,2019
"Women","Office and administrative support occupations",1416000,2019
"Women","Farming, fishing, and forestry occupations",8000,2019
"Women","Construction and extraction occupations",5000,2019
"Women","Installation, maintenance, and repair occupations",17000,2019
"Women","Production occupations",180000,2019
"Women","Transportation and material moving occupations",296000,2019
"Women","Management, business, and financial operations occupations",302000,2019
"Women","Professional and related occupations",94000,2019
"Women","Protective service occupations",6000,2019
"Women","Service occupations, except protective",53000,2019
"Women","Sales and related occupations",44000,2019
"Women","Office and administrative support occupations",885000,2019
"Women","Farming, fishing, and forestry occupations",2000,2019
"Women","Construction and extraction occupations",4000,2019
"Women","Installation, maintenance, and repair occupations",7000,2019
"Women","Production occupations",70000,2019
"Women","Transportation and material moving occupations",699000,2019
"Women","Management, business, and financial operations occupations",257000,2019
"Women","Professional and related occupations",411000,2019
"Women","Protective service occupations",3000,2019
"Women","Service occupations, except protective",31000,2019
"Women","Sales and related occupations",112000,2019
"Women","Office and administrative support occupations",269000,2019
"Women","Farming, fishing, and forestry occupations",0,2019
"Women","Construction and extraction occupations",1000,2019
"Women","Installation, maintenance, and repair occupations",15000,2019
"Women","Production occupations",11000,2019
"Women","Transportation and material moving occupations",10000,2019
"Women","Management, business, and financial operations occupations",2230000,2019
"Women","Professional and related occupations",448000,2019
"Women","Protective service occupations",24000,2019
"Women","Service occupations, except protective",84000,2019
"Women","Sales and related occupations",1201000,2019
"Women","Office and administrative support occupations",1619000,2019
"Women","Farming, fishing, and forestry occupations",0,2019
"Women","Construction and extraction occupations",7000,2019
"Women","Installation, maintenance, and repair occupations",15000,2019
"Women","Production occupations",19000,2019
"Women","Transportation and material moving occupations",13000,2019
"Women","Management, business, and financial operations occupations",2279000,2019
"Women","Professional and related occupations",2443000,2019
"Women","Protective service occupations",134000,2019
"Women","Service occupations, except protective",1079000,2019
"Women","Sales and related occupations",301000,2019
"Women","Office and administrative support occupations",1670000,2019
"Women","Farming, fishing, and forestry occupations",2000,2019
"Women","Construction and extraction occupations",6000,2019
"Women","Installation, maintenance, and repair occupations",20000,2019
"Women","Production occupations",77000,2019
"Women","Transportation and material moving occupations",94000,2019
"Women","Management, business, and financial operations occupations",2411000,2019
"Women","Professional and related occupations",14880000,2019
"Women","Protective service occupations",52000,2019
"Women","Service occupations, except protective",5979000,2019
"Women","Sales and related occupations",79000,2019
"Women","Office and administrative support occupations",3129000,2019
"Women","Farming, fishing, and forestry occupations",2000,2019
"Women","Construction and extraction occupations",9000,2019
"Women","Installation, maintenance, and repair occupations",15000,2019
"Women","Production occupations",108000,2019
"Women","Transportation and material moving occupations",177000,2019
"Women","Management, business, and financial operations occupations",1006000,2019
"Women","Professional and related occupations",450000,2019
"Women","Protective service occupations",64000,2019
"Women","Service occupations, except protective",4513000,2019
"Women","Sales and related occupations",771000,2019
"Women","Office and administrative support occupations",540000,2019
"Women","Farming, fishing, and forestry occupations",2000,2019
"Women","Construction and extraction occupations",5000,2019
"Women","Installation, maintenance, and repair occupations",9000,2019
"Women","Production occupations",62000,2019
"Women","Transportation and material moving occupations",77000,2019
"Women","Management, business, and financial operations occupations",408000,2019
"Women","Professional and related occupations",432000,2019
"Women","Protective service occupations",2000,2019
"Women","Service occupations, except protective",2405000,2019
"Women","Sales and related occupations",97000,2019
"Women","Office and administrative support occupations",546000,2019
"Women","Farming, fishing, and forestry occupations",1000,2019
"Women","Construction and extraction occupations",0,2019
"Women","Installation, maintenance, and repair occupations",31000,2019
"Women","Production occupations",137000,2019
"Women","Transportation and material moving occupations",45000,2019
"Women","Management, business, and financial operations occupations",403000,2019
"Women","Professional and related occupations",428000,2019
"Women","Protective service occupations",2000,2019
"Women","Service occupations, except protective",1673000,2019
"Women","Sales and related occupations",97000,2019
"Women","Office and administrative support occupations",543000,2019
"Women","Farming, fishing, and forestry occupations",1000,2019
"Women","Construction and extraction occupations",0,2019
"Women","Installation, maintenance, and repair occupations",31000,2019
"Women","Production occupations",135000,2019
"Women","Transportation and material moving occupations",44000,2019
"Women","Management, business, and financial operations occupations",5000,2019
"Women","Professional and related occupations",5000,2019
"Women","Protective service occupations",0,2019
"Women","Service occupations, except protective",731000,2019
"Women","Sales and related occupations",0,2019
"Women","Office and administrative support occupations",4000,2019
"Women","Farming, fishing, and forestry occupations",0,2019
"Women","Construction and extraction occupations",0,2019
"Women","Installation, maintenance, and repair occupations",0,2019
"Women","Production occupations",2000,2019
"Women","Transportation and material moving occupations",0,2019
"Women","Management, business, and financial operations occupations",752000,2019
"Women","Professional and related occupations",944000,2019
"Women","Protective service occupations",373000,2019
"Women","Service occupations, except protective",225000,2019
"Women","Sales and related occupations",19000,2019
"Women","Office and administrative support occupations",927000,2019
"Women","Farming, fishing, and forestry occupations",6000,2019
"Women","Construction and extraction occupations",5000,2019
"Women","Installation, maintenance, and repair occupations",6000,2019
"Women","Production occupations",19000,2019
"Women","Transportation and material moving occupations",26000,2019
"Men","Management, business, and financial operations occupations",753000,2018
"Men","Professional and related occupations",26000,2018
"Men","Protective service occupations",11000,2018
"Men","Service occupations, except protective",52000,2018
"Men","Sales and related occupations",12000,2018
"Men","Office and administrative support occupations",14000,2018
"Men","Farming, fishing, and forestry occupations",759000,2018
"Men","Construction and extraction occupations",14000,2018
"Men","Installation, maintenance, and repair occupations",36000,2018
"Men","Production occupations",33000,2018
"Men","Transportation and material moving occupations",86000,2018
"Men","Management, business, and financial operations occupations",111000,2018
"Men","Professional and related occupations",85000,2018
"Men","Protective service occupations",4000,2018
"Men","Service occupations, except protective",8000,2018
"Men","Sales and related occupations",10000,2018
"Men","Office and administrative support occupations",17000,2018
"Men","Farming, fishing, and forestry occupations",0,2018
"Men","Construction and extraction occupations",240000,2018
"Men","Installation, maintenance, and repair occupations",54000,2018
"Men","Production occupations",47000,2018
"Men","Transportation and material moving occupations",99000,2018
"Men","Management, business, and financial operations occupations",1859000,2018
"Men","Professional and related occupations",240000,2018
"Men","Protective service occupations",13000,2018
"Men","Service occupations, except protective",36000,2018
"Men","Sales and related occupations",98000,2018
"Men","Office and administrative support occupations",79000,2018
"Men","Farming, fishing, and forestry occupations",3000,2018
"Men","Construction and extraction occupations",6770000,2018
"Men","Installation, maintenance, and repair occupations",575000,2018
"Men","Production occupations",182000,2018
"Men","Transportation and material moving occupations",226000,2018
"Men","Management, business, and financial operations occupations",1752000,2018
"Men","Professional and related occupations",1783000,2018
"Men","Protective service occupations",20000,2018
"Men","Service occupations, except protective",151000,2018
"Men","Sales and related occupations",380000,2018
"Men","Office and administrative support occupations",516000,2018
"Men","Farming, fishing, and forestry occupations",29000,2018
"Men","Construction and extraction occupations",301000,2018
"Men","Installation, maintenance, and repair occupations",685000,2018
"Men","Production occupations",4336000,2018
"Men","Transportation and material moving occupations",1071000,2018
"Men","Management, business, and financial operations occupations",1148000,2018
"Men","Professional and related occupations",1347000,2018
"Men","Protective service occupations",9000,2018
"Men","Service occupations, except protective",64000,2018
"Men","Sales and related occupations",236000,2018
"Men","Office and administrative support occupations",318000,2018
"Men","Farming, fishing, and forestry occupations",4000,2018
"Men","Construction and extraction occupations",235000,2018
"Men","Installation, maintenance, and repair occupations",424000,2018
"Men","Production occupations",2958000,2018
"Men","Transportation and material moving occupations",626000,2018
"Men","Management, business, and financial operations occupations",604000,2018
"Men","Professional and related occupations",436000,2018
"Men","Protective service occupations",10000,2018
"Men","Service occupations, except protective",87000,2018
"Men","Sales and related occupations",144000,2018
"Men","Office and administrative support occupations",198000,2018
"Men","Farming, fishing, and forestry occupations",25000,2018
"Men","Construction and extraction occupations",66000,2018
"Men","Installation, maintenance, and repair occupations",261000,2018
"Men","Production occupations",1378000,2018
"Men","Transportation and material moving occupations",445000,2018
"Men","Management, business, and financial operations occupations",838000,2018
"Men","Professional and related occupations",544000,2018
"Men","Protective service occupations",41000,2018
"Men","Service occupations, except protective",286000,2018
"Men","Sales and related occupations",5127000,2018
"Men","Office and administrative support occupations",1444000,2018
"Men","Farming, fishing, and forestry occupations",24000,2018
"Men","Construction and extraction occupations",97000,2018
"Men","Installation, maintenance, and repair occupations",681000,2018
"Men","Production occupations",414000,2018
"Men","Transportation and material moving occupations",1706000,2018
"Men","Management, business, and financial operations occupations",339000,2018
"Men","Professional and related occupations",117000,2018
"Men","Protective service occupations",5000,2018
"Men","Service occupations, except protective",29000,2018
"Men","Sales and related occupations",999000,2018
"Men","Office and administrative support occupations",232000,2018
"Men","Farming, fishing, and forestry occupations",18000,2018
"Men","Construction and extraction occupations",27000,2018
"Men","Installation, maintenance, and repair occupations",123000,2018
"Men","Production occupations",102000,2018
"Men","Transportation and material moving occupations",633000,2018
"Men","Management, business, and financial operations occupations",500000,2018
"Men","Professional and related occupations",426000,2018
"Men","Protective service occupations",36000,2018
"Men","Service occupations, except protective",257000,2018
"Men","Sales and related occupations",4128000,2018
"Men","Office and administrative support occupations",1212000,2018
"Men","Farming, fishing, and forestry occupations",6000,2018
"Men","Construction and extraction occupations",70000,2018
"Men","Installation, maintenance, and repair occupations",558000,2018
"Men","Production occupations",313000,2018
"Men","Transportation and material moving occupations",1074000,2018
"Men","Management, business, and financial operations occupations",627000,2018
"Men","Professional and related occupations",311000,2018
"Men","Protective service occupations",23000,2018
"Men","Service occupations, except protective",104000,2018
"Men","Sales and related occupations",81000,2018
"Men","Office and administrative support occupations",883000,2018
"Men","Farming, fishing, and forestry occupations",1000,2018
"Men","Construction and extraction occupations",181000,2018
"Men","Installation, maintenance, and repair occupations",540000,2018
"Men","Production occupations",321000,2018
"Men","Transportation and material moving occupations",3396000,2018
"Men","Management, business, and financial operations occupations",373000,2018
"Men","Professional and related occupations",753000,2018
"Men","Protective service occupations",5000,2018
"Men","Service occupations, except protective",39000,2018
"Men","Sales and related occupations",178000,2018
"Men","Office and administrative support occupations",113000,2018
"Men","Farming, fishing, and forestry occupations",0,2018
"Men","Construction and extraction occupations",14000,2018
"Men","Installation, maintenance, and repair occupations",271000,2018
"Men","Production occupations",23000,2018
"Men","Transportation and material moving occupations",32000,2018
"Men","Management, business, and financial operations occupations",2272000,2018
"Men","Professional and related occupations",576000,2018
"Men","Protective service occupations",36000,2018
"Men","Service occupations, except protective",224000,2018
"Men","Sales and related occupations",1185000,2018
"Men","Office and administrative support occupations",428000,2018
"Men","Farming, fishing, and forestry occupations",0,2018
"Men","Construction and extraction occupations",56000,2018
"Men","Installation, maintenance, and repair occupations",152000,2018
"Men","Production occupations",23000,2018
"Men","Transportation and material moving occupations",99000,2018
"Men","Management, business, and financial operations occupations",2668000,2018
"Men","Professional and related occupations",4147000,2018
"Men","Protective service occupations",466000,2018
"Men","Service occupations, except protective",1832000,2018
"Men","Sales and related occupations",348000,2018
"Men","Office and administrative support occupations",531000,2018
"Men","Farming, fishing, and forestry occupations",10000,2018
"Men","Construction and extraction occupations",149000,2018
"Men","Installation, maintenance, and repair occupations",268000,2018
"Men","Production occupations",198000,2018
"Men","Transportation and material moving occupations",462000,2018
"Men","Management, business, and financial operations occupations",1136000,2018
"Men","Professional and related occupations",5318000,2018
"Men","Protective service occupations",131000,2018
"Men","Service occupations, except protective",1401000,2018
"Men","Sales and related occupations",27000,2018
"Men","Office and administrative support occupations",373000,2018
"Men","Farming, fishing, and forestry occupations",2000,2018
"Men","Construction and extraction occupations",73000,2018
"Men","Installation, maintenance, and repair occupations",195000,2018
"Men","Production occupations",82000,2018
"Men","Transportation and material moving occupations",247000,2018
"Men","Management, business, and financial operations occupations",1085000,2018
"Men","Professional and related occupations",569000,2018
"Men","Protective service occupations",144000,2018
"Men","Service occupations, except protective",4077000,2018
"Men","Sales and related occupations",272000,2018
"Men","Office and administrative support occupations",255000,2018
"Men","Farming, fishing, and forestry occupations",4000,2018
"Men","Construction and extraction occupations",39000,2018
"Men","Installation, maintenance, and repair occupations",105000,2018
"Men","Production occupations",65000,2018
"Men","Transportation and material moving occupations",305000,2018
"Men","Management, business, and financial operations occupations",304000,2018
"Men","Professional and related occupations",565000,2018
"Men","Protective service occupations",17000,2018
"Men","Service occupations, except protective",573000,2018
"Men","Sales and related occupations",266000,2018
"Men","Office and administrative support occupations",75000,2018
"Men","Farming, fishing, and forestry occupations",2000,2018
"Men","Construction and extraction occupations",16000,2018
"Men","Installation, maintenance, and repair occupations",1116000,2018
"Men","Production occupations",356000,2018
"Men","Transportation and material moving occupations",306000,2018
"Men","Management, business, and financial operations occupations",304000,2018
"Men","Professional and related occupations",564000,2018
"Men","Protective service occupations",17000,2018
"Men","Service occupations, except protective",531000,2018
"Men","Sales and related occupations",266000,2018
"Men","Office and administrative support occupations",73000,2018
"Men","Farming, fishing, and forestry occupations",2000,2018
"Men","Construction and extraction occupations",15000,2018
"Men","Installation, maintenance, and repair occupations",1115000,2018
"Men","Production occupations",356000,2018
"Men","Transportation and material moving occupations",299000,2018
"Men","Management, business, and financial operations occupations",0,2018
"Men","Professional and related occupations",1000,2018
"Men","Protective service occupations",0,2018
"Men","Service occupations, except protective",42000,2018
"Men","Sales and related occupations",0,2018
"Men","Office and administrative support occupations",2000,2018
"Men","Farming, fishing, and forestry occupations",0,2018
"Men","Construction and extraction occupations",0,2018
"Men","Installation, maintenance, and repair occupations",0,2018
"Men","Production occupations",0,2018
"Men","Transportation and material moving occupations",6000,2018
"Men","Management, business, and financial operations occupations",686000,2018
"Men","Professional and related occupations",907000,2018
"Men","Protective service occupations",1574000,2018
"Men","Service occupations, except protective",151000,2018
"Men","Sales and related occupations",16000,2018
"Men","Office and administrative support occupations",281000,2018
"Men","Farming, fishing, and forestry occupations",15000,2018
"Men","Construction and extraction occupations",104000,2018
"Men","Installation, maintenance, and repair occupations",147000,2018
"Men","Production occupations",59000,2018
"Men","Transportation and material moving occupations",85000,2018
"Women","Management, business, and financial operations occupations",278000,2018
"Women","Professional and related occupations",15000,2018
"Women","Protective service occupations",2000,2018
"Women","Service occupations, except protective",32000,2018
"Women","Sales and related occupations",3000,2018
"Women","Office and administrative support occupations",69000,2018
"Women","Farming, fishing, and forestry occupations",207000,2018
"Women","Construction and extraction occupations",1000,2018
"Women","Installation, maintenance, and repair occupations",0,2018
"Women","Production occupations",8000,2018
"Women","Transportation and material moving occupations",12000,2018
"Women","Management, business, and financial operations occupations",33000,2018
"Women","Professional and related occupations",24000,2018
"Women","Protective service occupations",0,2018
"Women","Service occupations, except protective",2000,2018
"Women","Sales and related occupations",1000,2018
"Women","Office and administrative support occupations",35000,2018
"Women","Farming, fishing, and forestry occupations",0,2018
"Women","Construction and extraction occupations",6000,2018
"Women","Installation, maintenance, and repair occupations",1000,2018
"Women","Production occupations",3000,2018
"Women","Transportation and material moving occupations",3000,2018
"Women","Management, business, and financial operations occupations",290000,2018
"Women","Professional and related occupations",62000,2018
"Women","Protective service occupations",5000,2018
"Women","Service occupations, except protective",13000,2018
"Women","Sales and related occupations",26000,2018
"Women","Office and administrative support occupations",464000,2018
"Women","Farming, fishing, and forestry occupations",0,2018
"Women","Construction and extraction occupations",222000,2018
"Women","Installation, maintenance, and repair occupations",10000,2018
"Women","Production occupations",3000,2018
"Women","Transportation and material moving occupations",7000,2018
"Women","Management, business, and financial operations occupations",878000,2018
"Women","Professional and related occupations",514000,2018
"Women","Protective service occupations",6000,2018
"Women","Service occupations, except protective",87000,2018
"Women","Sales and related occupations",222000,2018
"Women","Office and administrative support occupations",726000,2018
"Women","Farming, fishing, and forestry occupations",27000,2018
"Women","Construction and extraction occupations",12000,2018
"Women","Installation, maintenance, and repair occupations",25000,2018
"Women","Production occupations",1767000,2018
"Women","Transportation and material moving occupations",273000,2018
"Women","Management, business, and financial operations occupations",513000,2018
"Women","Professional and related occupations",302000,2018
"Women","Protective service occupations",2000,2018
"Women","Service occupations, except protective",29000,2018
"Women","Sales and related occupations",77000,2018
"Women","Office and administrative support occupations",465000,2018
"Women","Farming, fishing, and forestry occupations",1000,2018
"Women","Construction and extraction occupations",10000,2018
"Women","Installation, maintenance, and repair occupations",17000,2018
"Women","Production occupations",915000,2018
"Women","Transportation and material moving occupations",131000,2018
"Women","Management, business, and financial operations occupations",365000,2018
"Women","Professional and related occupations",211000,2018
"Women","Protective service occupations",4000,2018
"Women","Service occupations, except protective",58000,2018
"Women","Sales and related occupations",145000,2018
"Women","Office and administrative support occupations",262000,2018
"Women","Farming, fishing, and forestry occupations",26000,2018
"Women","Construction and extraction occupations",1000,2018
"Women","Installation, maintenance, and repair occupations",8000,2018
"Women","Production occupations",853000,2018
"Women","Transportation and material moving occupations",141000,2018
"Women","Management, business, and financial operations occupations",618000,2018
"Women","Professional and related occupations",666000,2018
"Women","Protective service occupations",20000,2018
"Women","Service occupations, except protective",385000,2018
"Women","Sales and related occupations",4936000,2018
"Women","Office and administrative support occupations",1791000,2018
"Women","Farming, fishing, and forestry occupations",22000,2018
"Women","Construction and extraction occupations",3000,2018
"Women","Installation, maintenance, and repair occupations",22000,2018
"Women","Production occupations",191000,2018
"Women","Transportation and material moving occupations",413000,2018
"Women","Management, business, and financial operations occupations",178000,2018
"Women","Professional and related occupations",61000,2018
"Women","Protective service occupations",0,2018
"Women","Service occupations, except protective",22000,2018
"Women","Sales and related occupations",298000,2018
"Women","Office and administrative support occupations",325000,2018
"Women","Farming, fishing, and forestry occupations",15000,2018
"Women","Construction and extraction occupations",0,2018
"Women","Installation, maintenance, and repair occupations",3000,2018
"Women","Production occupations",31000,2018
"Women","Transportation and material moving occupations",115000,2018
"Women","Management, business, and financial operations occupations",440000,2018
"Women","Professional and related occupations",605000,2018
"Women","Protective service occupations",19000,2018
"Women","Service occupations, except protective",363000,2018
"Women","Sales and related occupations",4638000,2018
"Women","Office and administrative support occupations",1466000,2018
"Women","Farming, fishing, and forestry occupations",7000,2018
"Women","Construction and extraction occupations",3000,2018
"Women","Installation, maintenance, and repair occupations",19000,2018
"Women","Production occupations",160000,2018
"Women","Transportation and material moving occupations",298000,2018
"Women","Management, business, and financial operations occupations",284000,2018
"Women","Professional and related occupations",107000,2018
"Women","Protective service occupations",7000,2018
"Women","Service occupations, except protective",60000,2018
"Women","Sales and related occupations",49000,2018
"Women","Office and administrative support occupations",845000,2018
"Women","Farming, fishing, and forestry occupations",0,2018
"Women","Construction and extraction occupations",5000,2018
"Women","Installation, maintenance, and repair occupations",20000,2018
"Women","Production occupations",57000,2018
"Women","Transportation and material moving occupations",648000,2018
"Women","Management, business, and financial operations occupations",238000,2018
"Women","Professional and related occupations",406000,2018
"Women","Protective service occupations",1000,2018
"Women","Service occupations, except protective",28000,2018
"Women","Sales and related occupations",141000,2018
"Women","Office and administrative support occupations",267000,2018
"Women","Farming, fishing, and forestry occupations",0,2018
"Women","Construction and extraction occupations",0,2018
"Women","Installation, maintenance, and repair occupations",20000,2018
"Women","Production occupations",10000,2018
"Women","Transportation and material moving occupations",7000,2018
"Women","Management, business, and financial operations occupations",2226000,2018
"Women","Professional and related occupations",391000,2018
"Women","Protective service occupations",18000,2018
"Women","Service occupations, except protective",85000,2018
"Women","Sales and related occupations",1197000,2018
"Women","Office and administrative support occupations",1632000,2018
"Women","Farming, fishing, and forestry occupations",0,2018
"Women","Construction and extraction occupations",6000,2018
"Women","Installation, maintenance, and repair occupations",9000,2018
"Women","Production occupations",20000,2018
"Women","Transportation and material moving occupations",15000,2018
"Women","Management, business, and financial operations occupations",2110000,2018
"Women","Professional and related occupations",2362000,2018
"Women","Protective service occupations",156000,2018
"Women","Service occupations, except protective",1077000,2018
"Women","Sales and related occupations",300000,2018
"Women","Office and administrative support occupations",1619000,2018
"Women","Farming, fishing, and forestry occupations",3000,2018
"Women","Construction and extraction occupations",12000,2018
"Women","Installation, maintenance, and repair occupations",14000,2018
"Women","Production occupations",105000,2018
"Women","Transportation and material moving occupations",114000,2018
"Women","Management, business, and financial operations occupations",2245000,2018
"Women","Professional and related occupations",14388000,2018
"Women","Protective service occupations",53000,2018
"Women","Service occupations, except protective",5838000,2018
"Women","Sales and related occupations",82000,2018
"Women","Office and administrative support occupations",3152000,2018
"Women","Farming, fishing, and forestry occupations",2000,2018
"Women","Construction and extraction occupations",5000,2018
"Women","Installation, maintenance, and repair occupations",21000,2018
"Women","Production occupations",99000,2018
"Women","Transportation and material moving occupations",174000,2018
"Women","Management, business, and financial operations occupations",1011000,2018
"Women","Professional and related occupations",414000,2018
"Women","Protective service occupations",60000,2018
"Women","Service occupations, except protective",4453000,2018
"Women","Sales and related occupations",734000,2018
"Women","Office and administrative support occupations",527000,2018
"Women","Farming, fishing, and forestry occupations",2000,2018
"Women","Construction and extraction occupations",6000,2018
"Women","Installation, maintenance, and repair occupations",2000,2018
"Women","Production occupations",63000,2018
"Women","Transportation and material moving occupations",75000,2018
"Women","Management, business, and financial operations occupations",409000,2018
"Women","Professional and related occupations",431000,2018
"Women","Protective service occupations",12000,2018
"Women","Service occupations, except protective",2427000,2018
"Women","Sales and related occupations",97000,2018
"Women","Office and administrative support occupations",563000,2018
"Women","Farming, fishing, and forestry occupations",1000,2018
"Women","Construction and extraction occupations",0,2018
"Women","Installation, maintenance, and repair occupations",37000,2018
"Women","Production occupations",134000,2018
"Women","Transportation and material moving occupations",38000,2018
"Women","Management, business, and financial operations occupations",407000,2018
"Women","Professional and related occupations",425000,2018
"Women","Protective service occupations",12000,2018
"Women","Service occupations, except protective",1715000,2018
"Women","Sales and related occupations",97000,2018
"Women","Office and administrative support occupations",561000,2018
"Women","Farming, fishing, and forestry occupations",1000,2018
"Women","Construction and extraction occupations",0,2018
"Women","Installation, maintenance, and repair occupations",37000,2018
"Women","Production occupations",133000,2018
"Women","Transportation and material moving occupations",36000,2018
"Women","Management, business, and financial operations occupations",2000,2018
"Women","Professional and related occupations",6000,2018
"Women","Protective service occupations",0,2018
"Women","Service occupations, except protective",712000,2018
"Women","Sales and related occupations",0,2018
"Women","Office and administrative support occupations",2000,2018
"Women","Farming, fishing, and forestry occupations",0,2018
"Women","Construction and extraction occupations",0,2018
"Women","Installation, maintenance, and repair occupations",0,2018
"Women","Production occupations",1000,2018
"Women","Transportation and material moving occupations",1000,2018
"Women","Management, business, and financial operations occupations",765000,2018
"Women","Professional and related occupations",981000,2018
"Women","Protective service occupations",380000,2018
"Women","Service occupations, except protective",232000,2018
"Women","Sales and related occupations",20000,2018
"Women","Office and administrative support occupations",957000,2018
"Women","Farming, fishing, and forestry occupations",8000,2018
"Women","Construction and extraction occupations",7000,2018
"Women","Installation, maintenance, and repair occupations",6000,2018
"Women","Production occupations",20000,2018
"Women","Transportation and material moving occupations",20000,2018
"Men","Management, business, and financial operations occupations",778000,2017
"Men","Professional and related occupations",38000,2017
"Men","Protective service occupations",12000,2017
"Men","Service occupations, except protective",48000,2017
"Men","Sales and related occupations",13000,2017
"Men","Office and administrative support occupations",13000,2017
"Men","Farming, fishing, and forestry occupations",801000,2017
"Men","Construction and extraction occupations",11000,2017
"Men","Installation, maintenance, and repair occupations",30000,2017
"Men","Production occupations",20000,2017
"Men","Transportation and material moving occupations",78000,2017
"Men","Management, business, and financial operations occupations",119000,2017
"Men","Professional and related occupations",86000,2017
"Men","Protective service occupations",4000,2017
"Men","Service occupations, except protective",4000,2017
"Men","Sales and related occupations",9000,2017
"Men","Office and administrative support occupations",21000,2017
"Men","Farming, fishing, and forestry occupations",1000,2017
"Men","Construction and extraction occupations",231000,2017
"Men","Installation, maintenance, and repair occupations",54000,2017
"Men","Production occupations",46000,2017
"Men","Transportation and material moving occupations",80000,2017
"Men","Management, business, and financial operations occupations",1732000,2017
"Men","Professional and related occupations",210000,2017
"Men","Protective service occupations",13000,2017
"Men","Service occupations, except protective",38000,2017
"Men","Sales and related occupations",90000,2017
"Men","Office and administrative support occupations",70000,2017
"Men","Farming, fishing, and forestry occupations",5000,2017
"Men","Construction and extraction occupations",6576000,2017
"Men","Installation, maintenance, and repair occupations",603000,2017
"Men","Production occupations",158000,2017
"Men","Transportation and material moving occupations",225000,2017
"Men","Management, business, and financial operations occupations",1774000,2017
"Men","Professional and related occupations",1745000,2017
"Men","Protective service occupations",29000,2017
"Men","Service occupations, except protective",135000,2017
"Men","Sales and related occupations",383000,2017
"Men","Office and administrative support occupations",509000,2017
"Men","Farming, fishing, and forestry occupations",26000,2017
"Men","Construction and extraction occupations",294000,2017
"Men","Installation, maintenance, and repair occupations",642000,2017
"Men","Production occupations",4323000,2017
"Men","Transportation and material moving occupations",995000,2017
"Men","Management, business, and financial operations occupations",1189000,2017
"Men","Professional and related occupations",1328000,2017
"Men","Protective service occupations",19000,2017
"Men","Service occupations, except protective",60000,2017
"Men","Sales and related occupations",219000,2017
"Men","Office and administrative support occupations",325000,2017
"Men","Farming, fishing, and forestry occupations",5000,2017
"Men","Construction and extraction occupations",228000,2017
"Men","Installation, maintenance, and repair occupations",409000,2017
"Men","Production occupations",2906000,2017
"Men","Transportation and material moving occupations",548000,2017
"Men","Management, business, and financial operations occupations",585000,2017
"Men","Professional and related occupations",418000,2017
"Men","Protective service occupations",9000,2017
"Men","Service occupations, except protective",75000,2017
"Men","Sales and related occupations",164000,2017
"Men","Office and administrative support occupations",184000,2017
"Men","Farming, fishing, and forestry occupations",22000,2017
"Men","Construction and extraction occupations",66000,2017
"Men","Installation, maintenance, and repair occupations",234000,2017
"Men","Production occupations",1418000,2017
"Men","Transportation and material moving occupations",448000,2017
"Men","Management, business, and financial operations occupations",833000,2017
